1250.0           0
1750.0           0
2250.0           0
2750.0           0
3250.0           0
3750.0           0
4250.0           0
4750.0           0
5250.0           0
5750.0           0
6250.0          50
6750.0          91
7250.0         108
7750.0           0
8250.0         126
8750.0         198
9250.0          57
9750.0           0
10250.0          23
10750.0          82
11250.0           0
11750.0           0
12250.0           0
12750.0           0
13250.0           0
13750.0           0
14250.0           0
14750.0           0
