2.125         180
2.375         115
2.625          65
2.875          39
3.125          80
3.375          74
3.625          47
3.875          40
4.125          28
4.375          11
4.625          10
4.875           9
5.125          11
5.375          10
5.625           4
5.875           7
6.125           1
6.375           0
6.625           2
6.875           2
7.125           0
7.375           0
7.625           0
7.875           0
