# theta  n
5.565  0.0566
6.795  0.0524
8.295  0.0776
10.127  0.0941
12.364  0.1138
15.095  0.1099
18.429  0.1078
22.499  0.1057
27.468  0.0809
33.534  0.0631
40.941  0.0488
49.983  0.0356
61.023  0.0224
74.500  0.0195
90.955  0.0118
