# r  n
0.057  0.0566
0.073  0.0524
0.093  0.0776
0.119  0.0941
0.152  0.1138
0.195  0.1099
0.249  0.1078
0.319  0.1057
0.407  0.0809
0.521  0.0631
0.666  0.0488
0.851  0.0356
1.088  0.0224
1.391  0.0195
1.778  0.0118
