0.02           0
0.06           0
0.1           0
0.14           0
0.18           0
0.22           0
0.26           0
0.3           0
0.34           0
0.38           0
0.42           0
0.46           0
0.5           0
0.54           0
0.58           1
0.62           1
0.66           4
0.7           5
0.74           7
0.78          19
0.82          23
0.86          33
0.9          38
0.94          50
0.98          53
