# field id x y dummy mag r_eff meansurfb sersicn (g-r)
    CFHTLSD1     280    12544.370      794.585 -99.0000   22.960    1.637   25.607    0.500    0.438
    CFHTLSD1     453    11615.017      905.874 -99.0000   21.600    2.644   25.287    1.245    0.356
    CFHTLSD1     541     7563.975      881.701 -99.0000   21.440    2.850   25.290    2.781    0.819
    CFHTLSD1     641     7520.031      861.044 -99.0000   22.240    3.433   26.494    1.636    1.525
    CFHTLSD1     949     2281.296      914.352 -99.0000   22.810    1.601   25.408    1.417   99.000
    CFHTLSD1    1261    10033.564     1020.253 -99.0000   21.730    1.710   24.471    1.181    0.325
    CFHTLSD1    1514    18060.967     1060.584 -99.0000   22.230    2.220   25.537    2.809    2.444
    CFHTLSD1    1542    17197.053     1048.309 -99.0000   22.650    2.753   26.425    2.188   -0.032
    CFHTLSD1    2428     7402.119     1271.197 -99.0000   22.380    1.662   25.059    3.215    0.222
    CFHTLSD1    2733    10181.573     1314.192 -99.0000   22.680    2.086   25.853    3.825    0.518
    CFHTLSD1    3966     4371.741     1564.719 -99.0000   22.690    2.026   25.799    1.141    0.148
    CFHTLSD1    4076     3219.167     1592.289 -99.0000   23.020    1.734   25.792    1.901    0.366
    CFHTLSD1    4499     6306.087     1705.212 -99.0000   21.650    1.540   24.164    0.834    0.556
    CFHTLSD1    4741    12809.100     1803.949 -99.0000   21.060    2.790   24.864    0.787    0.455
    CFHTLSD1    5074     9160.420     1819.926 -99.0000   22.230    1.686   24.940    0.623    0.477
    CFHTLSD1    5154     6738.826     1823.150 -99.0000   22.010    2.414   25.499    2.048    0.363
    CFHTLSD1    5248     7187.210     1847.050 -99.0000   22.690    1.577   25.255    0.625    0.449
    CFHTLSD1    5568    12779.041     1956.679 -99.0000   20.860    2.244   24.191    2.565    0.387
    CFHTLSD1    6083     3303.113     2045.608 -99.0000   21.450    1.722   24.206    0.854    0.804
    CFHTLSD1    6266     3986.137     2079.244 -99.0000   21.750    2.426   25.250    1.684    0.445
    CFHTLSD1    6698     8469.337     2129.266 -99.0000   23.010    1.759   25.812    1.678    0.421
    CFHTLSD1    7206    10659.396     2296.719 -99.0000   20.310    3.141   24.371    1.938    0.369
    CFHTLSD1    7605    15919.180     2336.074 -99.0000   22.590    1.528   25.087    1.603    0.688
    CFHTLSD1    7627    16252.226     2335.347 -99.0000   22.220    1.650   24.883    2.017    0.478
    CFHTLSD1    8148     9560.312     2477.368 -99.0000   21.120    2.365   24.565    1.000    0.622
    CFHTLSD1    8553     9522.094     2554.853 -99.0000   21.650    2.596   25.297    1.524    0.174
    CFHTLSD1    8812     9828.918     2598.363 -99.0000   22.490    1.601   25.088    0.906    0.496
    CFHTLSD1   10585     3390.719     2978.027 -99.0000   22.040    1.601   24.638    0.500    0.631
    CFHTLSD1   10755    18955.379     3015.737 -99.0000   22.670    1.637   25.317    0.735    0.396
    CFHTLSD1   11351    14062.766     3113.353 -99.0000   22.980    2.171   26.239    0.646    0.621
    CFHTLSD1   11996     7800.705     3285.371 -99.0000   22.260    1.504   24.722    0.755    0.687
    CFHTLSD1   12093    10577.352     3317.992 -99.0000   21.480    1.844   24.384    1.107    0.403
    CFHTLSD1   12146    12427.188     3390.506 -99.0000   21.240    1.953   24.269    2.443    0.616
    CFHTLSD1   12156     3951.075     3289.025 -99.0000   22.990    2.329   26.402    3.212    0.676
    CFHTLSD1   13758     8215.725     3651.102 -99.0000   23.010    1.504   25.472    2.351    0.258
    CFHTLSD1   14429     9754.051     3842.153 -99.0000   21.050    2.280   24.416    0.551    0.874
    CFHTLSD1   15160     4056.459     3948.246 -99.0000   22.830    1.504   25.292    1.424    0.505
    CFHTLSD1   15999     5773.466     4140.049 -99.0000   22.150    2.086   25.323    3.870    0.275
    CFHTLSD1   16962    18366.914     4319.001 -99.0000   22.910    1.528   25.407    2.182    0.310
    CFHTLSD1   17042    18912.912     4364.922 -99.0000   21.710    2.026   24.819    1.110    1.311
    CFHTLSD1   17077     8595.196     4331.279 -99.0000   22.780    2.280   26.146    3.131   -0.041
    CFHTLSD1   17476     4327.931     4444.884 -99.0000   21.440    1.819   24.315    2.712    1.309
    CFHTLSD1   17508     4050.331     4460.049 -99.0000   22.060    1.516   24.540    0.708    0.224
    CFHTLSD1   18047     4449.276     4567.668 -99.0000   21.360    1.698   24.086    1.981    0.502
    CFHTLSD1   18488     2129.214     4640.371 -99.0000   22.800    1.759   25.602    2.414    0.493
    CFHTLSD1   18830     4279.688     4701.049 -99.0000   23.180    1.759   25.982    1.575    0.222
    CFHTLSD1   18893     5029.922     4718.668 -99.0000   22.330    2.365   25.775    1.972    0.419
    CFHTLSD1   18900    11189.832     4871.520 -99.0000   18.960    5.434   24.211    1.385    0.468
    CFHTLSD1   19650     7841.666     4910.324 -99.0000   21.390    2.220   24.697    1.704    0.942
    CFHTLSD1   19928     1525.617     4955.509 -99.0000   22.290    1.504   24.752    0.761    0.903
    CFHTLSD1   20152     1225.794     5018.572 -99.0000   21.870    1.553   24.401    1.036    0.522
    CFHTLSD1   20639    18314.609     5084.023 -99.0000   23.290    1.528   25.787    1.489    0.470
    CFHTLSD1   20641     5861.411     5094.251 -99.0000   22.820    2.220   26.127    2.411    0.065
    CFHTLSD1   20681    12343.849     5098.893 -99.0000   23.110    1.662   25.789    0.500    0.506
    CFHTLSD1   21540    19415.600     5367.701 -99.0000   21.590    1.686   24.300    0.500    0.529
    CFHTLSD1   21725     5446.711     5363.195 -99.0000   21.670    1.734   24.442    0.739    0.415
    CFHTLSD1   22346     3584.615     5446.961 -99.0000   22.800    2.414   26.289    0.500    0.258
    CFHTLSD1   22461    18974.357     5486.726 -99.0000   23.050    1.795   25.896    3.845    0.289
    CFHTLSD1   23504     8448.933     5704.517 -99.0000   22.580    2.474   26.123    2.567    0.247
    CFHTLSD1   23505     3593.882     5743.481 -99.0000   21.460    1.589   24.041    0.659    0.772
    CFHTLSD1   23619    17317.812     5715.552 -99.0000   20.840    5.640   26.172    3.604   99.000
    CFHTLSD1   23949    15497.933     5821.328 -99.0000   22.120    1.989   25.189    2.288    0.620
    CFHTLSD1   23967    15527.067     5843.148 -99.0000   22.130    1.540   24.644    2.382    0.607
    CFHTLSD1   24512     7414.268     5935.604 -99.0000   22.330    2.389   25.797    3.945    1.284
    CFHTLSD1   24669     5650.447     5995.019 -99.0000   21.600    1.747   24.387    1.074    0.564
    CFHTLSD1   26250     6494.575     6328.902 -99.0000   21.570    2.329   24.982    2.873    0.549
    CFHTLSD1   26280     5611.676     6352.115 -99.0000   21.340    2.256   24.683    0.924    0.614
    CFHTLSD1   26704     4949.998     6383.001 -99.0000   22.820    2.062   25.967    1.327    0.460
    CFHTLSD1   26772    17949.844     6436.109 -99.0000   21.350    2.123   24.560    1.185    1.146
    CFHTLSD1   27146     9670.007     6474.759 -99.0000   23.050    2.026   26.159    0.500    0.052
    CFHTLSD1   27327     7042.881     6518.752 -99.0000   23.010    1.625   25.641    1.595    0.761
    CFHTLSD1   27642    17917.893     6626.169 -99.0000   22.090    1.710   24.831    1.620    0.690
    CFHTLSD1   28138    17917.348     6701.314 -99.0000   22.540    1.807   25.401    0.745    0.233
    CFHTLSD1   28592    18558.336     6809.933 -99.0000   22.160    1.528   24.657    0.812    0.197
    CFHTLSD1   28627    15693.646     6850.315 -99.0000   21.600    2.450   25.122    1.095    0.556
    CFHTLSD1   28843    17710.016     6906.888 -99.0000   20.850    2.232   24.169    1.249    0.916
    CFHTLSD1   30256    18435.025     7166.654 -99.0000   22.950    1.783   25.782    1.121    0.689
    CFHTLSD1   31007    11455.688     7363.355 -99.0000   21.630    2.402   25.108    2.297    0.393
    CFHTLSD1   31567     8886.179     7459.697 -99.0000   22.880    1.613   25.494    2.867    0.629
    CFHTLSD1   31652     8665.716     7482.576 -99.0000   22.270    2.972   26.211    3.578    0.266
    CFHTLSD1   32755     6607.063     7746.073 -99.0000   22.510    2.001   25.593    1.198    0.592
    CFHTLSD1   33183    15179.307     7825.669 -99.0000   23.390    1.722   26.147    1.800    3.076
    CFHTLSD1   33463      901.421     7958.888 -99.0000   21.130    2.268   24.484    1.942    0.254
    CFHTLSD1   33707     9781.960     7992.296 -99.0000   21.590    1.577   24.155    1.297    0.431
    CFHTLSD1   33844    12911.343     8008.909 -99.0000   22.720    1.759   25.522    0.801    0.874
    CFHTLSD1   34203    11450.102     8065.569 -99.0000   23.320    1.880   26.267    2.712    0.361
    CFHTLSD1   34823    19416.039     8272.825 -99.0000   21.210    1.965   24.253    1.768    0.569
    CFHTLSD1   35372    19236.555     8382.699 -99.0000   21.570    1.565   24.118    0.732    0.749
    CFHTLSD1   35846     9400.548     8483.443 -99.0000   21.950    2.305   25.339    1.832    0.460
    CFHTLSD1   36466     9266.750     8625.876 -99.0000   22.030    1.662   24.709    1.631    0.417
    CFHTLSD1   36938     7226.023     8735.514 -99.0000   22.240    1.698   24.966    0.829    0.652
    CFHTLSD1   37149     7347.607     8787.400 -99.0000   21.590    1.625   24.221    2.080    0.544
    CFHTLSD1   37279     8501.135     8812.350 -99.0000   21.130    1.856   24.048    1.293    0.355
    CFHTLSD1   37334    11368.534     8813.763 -99.0000   22.110    1.589   24.691    0.709    0.169
    CFHTLSD1   37995     8474.418     9027.015 -99.0000   21.200    3.542   25.522    1.707    0.623
    CFHTLSD1   38812     3347.597     9225.169 -99.0000   21.510    2.244   24.841    0.867    0.615
    CFHTLSD1   39052    14884.951     9231.657 -99.0000   22.120    1.601   24.718    0.642    0.420
    CFHTLSD1   39520     2639.709     9286.446 -99.0000   23.130    1.759   25.932    0.500    1.254
    CFHTLSD1   41231     7970.541     9708.456 -99.0000   22.030    1.650   24.693    0.676    0.591
    CFHTLSD1   41276    15707.378     9733.126 -99.0000   21.920    1.613   24.534    0.500    0.839
    CFHTLSD1   41467    17181.637     9807.866 -99.0000   20.850    2.171   24.109    0.801    0.320
    CFHTLSD1   41776     3245.755     9840.620 -99.0000   21.670    1.504   24.132    2.084    0.793
    CFHTLSD1   43073     1211.148    10090.258 -99.0000   21.930    2.778   25.724    3.368    0.239
    CFHTLSD1   43886     4850.702    10264.487 -99.0000   22.240    1.540   24.754    1.383    1.706
    CFHTLSD1   44063     4622.426    10306.376 -99.0000   21.300    1.686   24.010    3.307    0.502
    CFHTLSD1   44168    11414.872    10309.929 -99.0000   22.580    1.528   25.077    0.500    0.442
    CFHTLSD1   44309    19658.400    10308.145 -99.0000   22.900    2.474   26.443    3.172    0.753
    CFHTLSD1   44395    11564.823    10337.539 -99.0000   22.550    2.571   26.177    3.944    0.306
    CFHTLSD1   44534    18885.938    10364.253 -99.0000   22.470    2.850   26.320    1.656    1.510
    CFHTLSD1   44636    11057.259    10420.761 -99.0000   22.810    1.637   25.457    0.897    0.187
    CFHTLSD1   45175    14233.242    10513.617 -99.0000   21.780    2.389   25.247    3.362    0.704
    CFHTLSD1   45761    19209.232    10723.356 -99.0000   21.580    1.540   24.094    0.748    0.787
    CFHTLSD1   46338      776.141    10753.321 -99.0000   21.890    1.613   24.504    2.321    1.194
    CFHTLSD1   46786     2029.200    10888.684 -99.0000   20.640    2.292   24.017    2.553    0.441
    CFHTLSD1   47011     5154.071    10893.750 -99.0000   22.190    1.929   25.192    1.887    0.676
    CFHTLSD1   47221     5472.525    10912.834 -99.0000   23.320    1.601   25.918    2.623    0.049
    CFHTLSD1   47252     9390.670    10932.573 -99.0000   22.750    1.516   25.230    1.012    0.467
    CFHTLSD1   47464     2869.762    10978.766 -99.0000   23.020    1.589   25.601    0.500    0.163
    CFHTLSD1   48039     9869.484    11136.664 -99.0000   21.920    1.880   24.867    0.882    0.214
    CFHTLSD1   48399    18979.562    11208.181 -99.0000   21.580    1.904   24.555    0.935    0.505
    CFHTLSD1   48546    19218.846    11214.974 -99.0000   22.210    2.171   25.469    1.736    0.373
    CFHTLSD1   48550    13891.655    11208.898 -99.0000   23.040    1.856   25.959    2.719    1.541
    CFHTLSD1   49349     8343.796    11400.317 -99.0000   22.100    1.516   24.580    0.500    0.791
    CFHTLSD1   49728     7845.357    11473.132 -99.0000   22.820    1.625   25.451    1.038    0.814
    CFHTLSD1   50008    14726.377    11611.884 -99.0000   21.230    1.831   24.120    1.526    0.860
    CFHTLSD1   51785     2535.906    11901.563 -99.0000   23.190    1.565   25.738    2.102    0.506
    CFHTLSD1   51792    18669.883    11935.351 -99.0000   22.470    1.601   25.068    2.210    0.449
    CFHTLSD1   52192     1910.701    12060.215 -99.0000   22.040    1.589   24.621    0.840    0.423
    CFHTLSD1   52255     9220.562    12047.501 -99.0000   21.660    1.540   24.174    1.695    0.802
    CFHTLSD1   52334    12624.592    12086.152 -99.0000   21.100    4.015   25.694    3.501    0.533
    CFHTLSD1   52422     7315.427    12182.321 -99.0000   21.170    1.880   24.117    0.921    0.098
    CFHTLSD1   52737     2981.526    12143.478 -99.0000   21.810    1.650   24.473    1.695    0.601
    CFHTLSD1   53243     7749.500    12226.492 -99.0000   22.760    2.038   25.882    2.446    0.445
    CFHTLSD1   53343     1715.412    12234.585 -99.0000   23.170    1.504   25.632    1.411    0.720
    CFHTLSD1   53465    12548.948    12261.775 -99.0000   22.800    1.807   25.661    2.378    1.693
    CFHTLSD1   53932    10935.529    12635.938 -99.0000   20.470    3.420   24.716    0.653    0.227
    CFHTLSD1   54569     2098.535    12494.480 -99.0000   22.980    1.722   25.737    2.015    0.130
    CFHTLSD1   54941    17610.461    12571.965 -99.0000   23.430    1.698   26.156    1.117    0.195
    CFHTLSD1   55119    11389.968    12646.551 -99.0000   21.830    1.540   24.344    0.757    0.438
    CFHTLSD1   55581    17888.965    12695.371 -99.0000   21.730    2.001   24.812    3.322   99.000
    CFHTLSD1   55827     6917.843    12766.394 -99.0000   22.650    2.026   25.759    0.706    0.177
    CFHTLSD1   56075      769.663    12819.974 -99.0000   22.860    1.528   25.357    2.290    0.657
    CFHTLSD1   56293    11629.843    12919.501 -99.0000   21.200    2.511   24.775    0.711    0.513
    CFHTLSD1   56482    12531.938    12949.721 -99.0000   21.710    2.001   24.792    1.539    0.713
    CFHTLSD1   56994    11741.104    13014.234 -99.0000   22.190    3.154   26.260    2.257    0.885
    CFHTLSD1   57013    12645.479    13068.467 -99.0000   21.830    1.650   24.493    0.884    0.835
    CFHTLSD1   57081     8043.098    13032.483 -99.0000   22.890    2.232   26.209    3.918    0.510
    CFHTLSD1   57451    12529.629    13137.370 -99.0000   22.950    1.504   25.412    0.500    0.353
    CFHTLSD1   57897     2616.116    13238.748 -99.0000   22.220    1.601   24.818    0.500    0.503
    CFHTLSD1   58876    13681.606    13445.360 -99.0000   22.170    2.159   25.417    2.118    0.297
    CFHTLSD1   59576    17007.840    13595.924 -99.0000   22.640    1.528   25.137    0.605    0.508
    CFHTLSD1   59825    15583.804    13670.492 -99.0000   21.930    1.650   24.593    0.969    0.739
    CFHTLSD1   60401     7529.107    13814.209 -99.0000   21.540    3.517   25.847    2.931    0.682
    CFHTLSD1   62394    16656.010    14215.227 -99.0000   22.370    1.504   24.832    1.199    0.468
    CFHTLSD1   62686     6037.574    14336.680 -99.0000   20.890    2.232   24.209    1.078    0.611
    CFHTLSD1   63081    11652.297    14349.741 -99.0000   22.340    1.929   25.342    1.074    0.402
    CFHTLSD1   63228    13615.075    14389.328 -99.0000   21.690    3.906   26.224    2.285    0.533
    CFHTLSD1   63414     8525.535    14432.267 -99.0000   21.230    2.195   24.513    3.267    1.216
    CFHTLSD1   63609    11556.210    14465.259 -99.0000   22.970    1.613   25.584    0.500    0.507
    CFHTLSD1   64394     9034.239    14634.114 -99.0000   22.630    1.553   25.161    2.100    0.466
    CFHTLSD1   64963    13283.717    14772.934 -99.0000   21.380    1.625   24.011    0.501    0.505
    CFHTLSD1   65726     7695.772    14935.583 -99.0000   21.780    1.831   24.670    2.096    1.776
    CFHTLSD1   66408    18367.934    15092.120 -99.0000   22.060    1.916   25.048    0.500    0.342
    CFHTLSD1   66515     9591.028    15072.449 -99.0000   22.980    1.528   25.477    0.513    0.110
    CFHTLSD1   66614    15406.609    15069.647 -99.0000   23.160    1.650   25.823    1.884   -0.064
    CFHTLSD1   66881    14479.793    15147.090 -99.0000   22.890    1.892   25.851    0.505    0.639
    CFHTLSD1   67052    14991.335    15160.576 -99.0000   23.530    1.601   26.128    3.308    0.859
    CFHTLSD1   67922    17001.033    15410.094 -99.0000   21.480    1.662   24.159    2.255    0.797
    CFHTLSD1   68261     2828.614    15395.271 -99.0000   23.100    1.686   25.810    0.500    0.186
    CFHTLSD1   68431    14364.368    15454.931 -99.0000   22.480    1.504   24.942    0.513    0.654
    CFHTLSD1   68921    13312.677    15530.714 -99.0000   22.670    1.977   25.726    0.683    0.600
    CFHTLSD1   69391    17003.176    15608.137 -99.0000   22.930    2.086   26.103    2.267   99.000
    CFHTLSD1   69682    17774.762    15701.189 -99.0000   21.580    2.923   25.485    3.602    1.756
    CFHTLSD1   69773    15253.911    15737.554 -99.0000   21.100    1.892   24.061    0.633    1.607
    CFHTLSD1   70435     4025.958    15848.216 -99.0000   22.390    1.553   24.921    0.882    0.520
    CFHTLSD1   71363     2614.779    16073.300 -99.0000   20.640    2.899   24.527    2.096    0.627
